"","2-Aminoethanol","AcDiSol","Acacia.gum","Acesulfame","Acetic.acid.glacial","Acetone","Adapalene","Adenosine.phosphate","Alpha.Bisabolol","Alpha.Tocopherol","Ammonia.solution.25.","Ammonium.chloride","Ammonium.glycyrrhizinate","Anise.oil","Anise.oil...eucalyptus.oil..1.1","Antioxidant","Ascorbic.acid","Aspartame","Bees.wax","Benzalkonium.chloride","Benzoic.acid","Benzyl.alcohol","Benzyl.benzoate","Bolus.alba","Brij.98","Buffer","Butane","Butyl.monoester.of.poly.methylvinyl.ether.maleic.acid..in.isopropyl.alcohol","Butylated.hydroxyanisole","Butylhydroxytoluene","Calcium.arachinate","Calcium.carbonate","Calcium.chloride","Calcium.phosphate","Camphora","Carbon.dioxide","Carbopol.974P","CarbopolÂ..940","Carboxymethylcellulose.sodium","Castor.oil","Castor.sugar","Cellulose","Cetearyl.alcohol..polysorbate.60..Polyethylene.glycol.15.stearate..and.steareth.20..Ritachol.1000.","Cetostearyl.alcohol","Cetrimide","Cetyl.alcohol","Cetyl.dimethyl.ethyl.ammonium.bromide","Cetylstearyl.alcohol","Chloroform.water.double.strength.BP","Citric.acid","Cocamide.MEA","Corn.starch","Cremophor","Cremophor.A.25","Cremophor.A.6","Cremophor.EL","Cremophor.NP.14","Cremophor.RH.40","Croscarmelose","Cyclamate.calcium","Cyclamate.sodium","D.alpha.tocopheryl.polyethylene.glycol.1000.succinate..TPGS.","Deionized.purified.water","Dextrates","Dibasic.sodium.phosphate","Dicalcium.phosphate","Dichlorodifluoromethane","Dichlorotetrafluoroethane","Dimethyl.formamide","Dimethyl.polysiloxane.emulsion","Disodium.hydrogen.phosphate","Disodium.phosphate","Disodium.undecylenamido.MEA.sulfosuccinate","Dispersol","Dow.Corning.344.Fluid","Dye","Edetate.disodium","EmcolÂ..4400.1","Erythrosine.aluminum.lake","Ethanol","Ethanolamine","EthocelÂ..20","Ethyl.acetate","Ethylenediamine.tetraacetate.disodium","Eucalyptol","FenoponÂ..CO.436","Flavor","Floral.Bouquet","Fragance","Fructose","Gelatin","Glacial.acetic.acid","Glucose","Glycamil","Glycerol","Glyceryl.monostearate","Glycol.stearate","Guar.gum","HFA.134a..1.1.1.2.tetrafluoroethane.","HFA.227","HPMC.6.mPa.Â..s..e..g..PharmacoatÂ..606..Shin.etsu.","HyFlo.filter.aid","Hydrochloric.acid","Hydrogel.843T","Hydroxyethylcellulose","Hydroxymethylcellulose","Hydroxypropyl.cellulose","Hydroxypropylmethylcellulose","Isdopropanol","Isopropanol","Isopropyl.myristate","Kaolin","KlucelÂ..EF","Kollicoat.MAE.30.DP","Kollidon.12.PF","Kollidon.17.PF","Kollidon.25","Kollidon.30","Kollidon.90F","Kollidon.CL","Kollidon.CL.M","Kollidon.VA.64","Labrafil.M.1944CS","Lactic.acid","Lactose","Lauric.diethanolamide","Lecithin","Lemon.spirit","Liquid.nitrogen","Ludipress","LutensitÂ..AES","Lutrol.E.1500","Lutrol.E.400","Lutrol.E.4000","Lutrol.E.6000","Lutrol.F.127","Lutrol.F.68","Luvitol.EHO","Magnesium.aluminium.silicate","Magnesium.carbonate","Magnesium.hydroxide","Magnesium.oxide","Magnesium.stearate","Maize.PO4.Aerosol","Maltitol","Maltodextrin","Mannitol","Menthol","Methanesulfonic.acid","Methyl.paraben","Methylated.spirit","Methylcellulose","Methylene.chloride","Microcrystalline.cellulose","MiglyolÂ..812","MiglyolÂ..829","Mineral.oil.and.acetylated.lanolin.alcohol","MonoamideÂ..150.MAW","Monoammonium.glycerhizzinate","Monosodium.glutamate","Monosodium.glycyrhizzinate","Myristyl.propionate","NeutronyxÂ..S.60","Nitrogen","Nonionic.hydrophilic.Cream","Oil.orange.terpeneless.No..54125","Oleic.acid","Olive.oil","Orange.aroma","Parabens","Paraffin","Pentane","Peppermint.oil","Perfume","Phospholipon.90H","Pluronic.F68","Pluronic.L62","Polawax.A31","Poloxamer.188","Poloxyl.20.cetostearyl.ether","Polyethylene.glycol","Polyethylene.glycol.20.hydrogenated.lanolin","Polyethylene.glycol.20.lanolin.alcohol.ether","Polyethylene.glycol.400","Polyethylene.glycol.600","Polyethylene.glycol.6000","Polyoxyl.20.cetostearyl.ether","Polyoxyl.40.stearate","Polysorbate.20","Polysorbate.80","Polyvinyl.alcohol","Polyvinyl.pyrrolidone","Potassium.bicarbonate","Potassium.citrate","Potassium.iodide","Potassium.phosphate","Potassium.sorbate","Potato.starch","Povidone","Preservative","Propane","Propane...butane..1.3","Propanol","Propyl.gallate","Propyl.paraben","Propylene.glycol","Propylene.glycol...water..2...1.","Purified.bentonite","Quinoline.yellow","Reducing.agent","Ritasynt.IP","Saccharin.calcium","Saccharin.sodium","Salicylic.acid","Sequestrene.disodium","SetacinÂ..F.special.paste","Shellac","Silicon.dioxide","Silicon.oil.DC.200","Silicone.emulsion","Simethicone","Simple.syrup","Sodium.Bicarbonate","Sodium.acetate.trihydrate","Sodium.benzoate","Sodium.bicarbonate","Sodium.biphosphate","Sodium.bisulfite","Sodium.carbonate","Sodium.chloride","Sodium.citrate","Sodium.diphosphate","Sodium.disulfite","Sodium.fluoride","Sodium.formaldehyde.sulfoxylate","Sodium.gluconate","Sodium.hydrogen.carbonate","Sodium.hydroxide","Sodium.hypochlorite","Sodium.lauryl.sulfate","Sodium.metabisulfite","Sodium.monohydrogen.phosphase","Sodium.phosphate","Sodium.salicylate","Sodium.stearoyl.lactylate","Sodium.sulfite","Soluphor.P","Solutol.HS.15","Sorbic.acid","Sorbitane.trioleate","Sorbitol","Soybean.oil","Starch","Stearic.acid","Succinic.acid","Sucrose","Sugar","Sugar.syrup","Sulfuric.acid","Super.AmideÂ..L.9","Sweetener","Syndet.base","Syrup","TEA.lauryl.sulfate","Tablettose","Talc","Tartaric.acid","TegiloxanÂ..100","TexaponÂ..K.12","Thymian.oil","Thymol","Titanium.dioxide","Tragacanth","Trichloromonofluoromethane","Triethanolamine","Triethyl.citrate","Trisodium.citrate","TyloseÂ..M.300","Tyloxapol","Vaseline","Vehicle","Water...Isopropanol..1.1.","Water...isopropanol..10...3.","Water.for.injectables","Water.purified","Wheaten.flour","White.Mineral.Oil","Xanthan.gum","Xylitol"
"Dibasic.sodium.phosphate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
"Dicalcium.phosphate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,7,4,12,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0
"Dichlorodifluoromethane",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dichlorotetrafluoroethane",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dimethyl.formamide",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dimethyl.polysiloxane.emulsion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Disodium.hydrogen.phosphate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Disodium.phosphate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Disodium.undecylenamido.MEA.sulfosuccinate",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dispersol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dow.Corning.344.Fluid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dye",0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,8,0,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,5,0,0,0,0,0,0,2,0,0,0,13,0,0,0,0,0,0,0,7,0,0,3,0,5,1,0,0,0,0,0,0,1,0,1,0,0,54,2,0,0,17,0,1,0,1,4,0,32,0,0,0,0,0,8,0,22,0,0,0,0,0,1,8,6,0,0,0,1,0,0,2,0,1,2,2,0,0,3,3,0,0,0,7,0,0,0,0,0,0,1,1,0,0,0,1,3,4,0,1,4,1,1,0,2,0,2,0,2,9,0,14,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,4,1,1,0,0,0,0,1,0,1,2,0,0,0,0,13,13,0,0,0,0,0,0,30,3,0,0,1,4,0,1,0,0,0,0,5,1,0,0,0,3,11,0,0,2,0,0,0,7,0,0,2,0,0,1,0,1,0,0,0,1,19,0,0,0,0,26,0,0,0,0,1,0,0,0,0,12,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,45,0,1,3,0
"Edetate.disodium",0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,4,1,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,28,0,0,2,0,0,0,0,0,0,17,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5,0,0,0,0,1,1,0,0,0,2,0,0,0,3,4,13,1,0,1,0,0,0,8,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,2,3,0,0,0,0,0,0,5,0,0,4,1,2,0,0,0,0,2,5,0,10,0,0,0,0,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,3,23,0,0,1,0
"EmcolÂ..4400.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Erythrosine.aluminum.lake",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Ethanol",0,0,0,0,0,2,1,0,6,0,0,4,0,8,1,1,9,3,0,0,8,2,2,0,1,0,0,0,1,1,1,0,1,2,2,3,1,2,2,1,0,1,0,0,0,1,0,0,0,18,0,6,0,0,0,1,2,27,0,0,2,0,4,0,0,2,0,0,0,0,2,0,0,0,0,17,2,0,0,110,0,0,0,0,8,0,30,0,0,1,0,0,6,0,19,0,0,0,1,1,0,4,4,1,2,0,0,1,0,0,1,1,0,0,2,0,2,10,5,11,1,10,1,0,0,0,0,0,1,0,0,0,4,1,0,12,1,0,1,1,0,0,8,0,0,1,0,12,1,13,0,1,0,1,0,0,0,0,0,0,0,0,0,2,5,4,1,1,0,1,0,0,3,1,0,1,0,1,0,0,1,0,0,4,0,3,0,0,0,4,0,1,0,0,0,0,1,0,0,10,0,0,2,0,9,20,0,0,1,0,0,0,29,3,0,0,1,4,0,0,1,0,0,0,4,1,0,0,0,5,15,0,0,2,0,0,1,6,0,1,3,0,0,1,0,2,0,0,1,1,17,0,0,1,0,19,2,0,3,0,1,0,0,0,0,2,6,0,2,2,0,1,1,0,3,0,0,0,0,0,0,0,0,3,67,0,0,1,0
"Ethanolamine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"EthocelÂ..20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
